key,label,description
122,Costumbre constitucional,"La costumbre se entiende como aquella fuente formal del Derecho que genera normas obligatorias para sus destinatarios. Sin embargo, a diferencia del derecho positivo, su concreción no está dada por la formalización de procedimientos tales como la promulgación y publicación de la ley o un reglamento. La costumbre se compone de dos elementos: uno objetivo y uno subjetivo. El primero dice relación con los usos o prácticas generalmente continuadas y prolongadas en el tiempo. El segundo se conoce con el nombre de opinio iuris, esto es, la convicción interna de los destinatarios de que tales usos son vinculantes jurídicamente hablando y no meras prácticas sociales o morales."
123,Cotización previsional,"Exacción pecuniaria obligatoria establecida por el legislador cuya administración depende de la elección del cotizante. En efecto, pueden ser administradas por entidades públicas o privadas con el objeto de financiar el sistema previsional y el sistema de salud. El TC ha señalado que “[e]s una forma de descuento coactivo ordenado por la ley para garantizar prestaciones de seguridad social, que más que un carácter contractual u origen en la voluntad de las partes, es una obligación de derecho público y su fundamento está en el interés general de la sociedad” (STC R. 519-07). La inclusión constitucional de este concepto es original de la Constitución de 1980, y forma parte del sistema de pensiones creado durante el régimen militar. La base de este sistema es la capitalización individual (art. 1, DL No 3500 de 1980), idea que se replica en el aseguramiento de prestaciones de salud (art. 171, DFL No 1/2005 Ministerio de Salud)."
124,Cuenta del estado admministrativo y político de la nación,"Corresponde a la obligación que la Constitución impone al Presidente de la República, de efectuar una exposición o resumen del estado del país, el 21 de mayo de cada año ante el Congreso Pleno. En términos coloquiales, se le conoce como la “cuenta anual del Presidente de la República”."
125,Cuestiones de competencia,"Asuntos que el legislador delimita para precisar el ámbito de actuación de las autoridades políticas y administrativas del país y sus previsibles discrepancias, en todos los niveles territoriales del mismo, y que no son susceptibles de asimilarse a una contienda de competencia que supone conflictos con órganos jurisdiccionales."
126,Deberes constitucionales,"Obligaciones constitucionales de carácter general, impuestas a la persona individualmente considerada o asociada con otros, en cuanto habitantes de la República y/o nacionales chilenos. Constituyen responsabilidades sólo en la medida en que la Constitución las establece como tales, pero en general, no configuran obligaciones jurídicas coercitivas directamente exigibles."
127,Deberes del estado,"Conjunto de obligaciones y mandatos generales, de rango constitucional, impuestos al Estado en su conjunto y que, en general, forman parte de las bases de la institucionalidad chilena o se consagran en diferentes capítulos de la Constitución (véase“Bases de la institucionalidad”)."
128,Debida intervención del letrado,"Se trata de una expresión que la Constitución emplea al referirse al derecho a defensa jurídica, pero que sólo puede ser entendido en clave originalista (véase “Derecho a la defensa jurídica y a la asistencia letrada”). Así, el inc. 2° del art. 19 No 3 establece que: “toda persona tiene derecho a defensa jurídica en la forma que la ley señale y ninguna autoridad o individuo podrá impedir, restringir o perturbar la debida intervención del letrado si hubiere sido requerida”."
129,Debido proceso,"Se puede definir el derecho al debido proceso como aquel que, franqueado el acceso a la jurisdicción, permite que el proceso se desarrolle con todas las garantías esenciales, racionales y justas que contribuyan a un procedimiento equitativo y no arbitrario. El TC lo define sosteniendo que “el procedimiento legal debe ser racional y justo. Racional para configurar un proceso lógico y carente de arbitrariedad. Y justo para orientarlo a un sentido que cautele los derechos fundamentales de los participantes en un proceso.” (STC R. 1838-10, c. 10°)."
130,Declaración de guerra,"Acto jurídico solemne adoptado por las autoridades que establece la Constitución y la ley, en virtud del cual un Estado manifiesta su intención internacional de iniciar hostilidades –movilización de FFAA o materialización de actos de guerra– contra uno o más Estados soberanos (véase “Guerra”, “Agresión”, “Legítima defensa colectiva”)."
131,Decreto,"Véase “Acto administrativo” [“las decisiones formales que emitan los órganos de la Administración del Estado en las cuales se contienen declaraciones de voluntad, realizadas en el ejercicio de una potestad pública. Los actos administrativos tomarán la forma de decretos supremos y resoluciones.” (Art. 3 LBPA).]. Véase “Decreto supremo” [Es el acto administrativo que consiste en la orden escrita que dicta el Presidente de la República, o un Ministro “Por orden del Presidente de la República”, sobre asuntos propios de su competencia (art. 3 LBPA), que tiene por objeto la regulación de las materias no comprendidas por el dominio legal, para la ejecución de la ley y la administración del Estado (véase “Presidente de la República”).]."
132,Decreto con fuerza de ley,"Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año."
133,Decreto de gastos emergencia,"Acto jurídico administrativo dictado por el Presidente de la República, con la firma de todos sus ministros, para decretar pagos no autorizados por la ley en los supuestos establecidos constitucionalmente (véase “Presidente de la República”). El decreto de gastos de emergencia está regulado a propósito de las atribuciones especiales del Presidente de la República. Su fundamento radica en la necesidad de contar con recursos financieros para situaciones extraordinarias."
134,Decreto de insistencia,"Es el poder de resolución de un conflicto jurídico, frente a la representación de la CGR de un decreto o resolución por razones de legalidad, mediante otro decreto o resolución dictado por el Presidente de la República, con la firma de todos sus Ministros, con el objeto de ordenarle al órgano contralor que tome razón del mismo (art. 99)."
135,Decreto ley,"Disposición de naturaleza legislativa, enunciada bajo forma de decreto, dictadas por un poder de facto que ha reunido para sí, contra lo previsto en el ordenamiento constitucional, las funciones parlamentarias y ejecutivas y que no van al trámite de toma de razón de la Contraloría General de la República."
136,Decreto promulgatorio,"Véase “Promulgación de ley” [Decreto supremo por medio del cual el Presidente de la República fija el texto definitivo de la ley, su nombre y ordena su publicación en el Diario Oficial.]."
137,Decreto supremo,"Es el acto administrativo que consiste en la orden escrita que dicta el Presidente de la República, o un Ministro “Por orden del Presidente de la República”, sobre asuntos propios de su competencia (art. 3 LBPA), que tiene por objeto la regulación de las materias no comprendidas por el dominio legal, para la ejecución de la ley y la administración del Estado (véase “Presidente de la República”)."
138,Defensa de la constitución,"También conocida como garantía de la Constitución, corresponde a la función que tienen todos los órganos del Estado de “someter su acción a la Constitución y a las normas dictadas conforme a ella, y garantizar el orden institucional de la República” (art. 6)."
139,Defensa nacional,Es la expresión tradicional o clásica de la defensa entendida como una función constitucional de protección de la integridad territorial del Estado y el resguardo de la dimensión física de nuestra soberanía.
140,Delegación legislativa,"Véase “Decreto con fuerza de ley” [Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año.]."
141,Democracia interna de los partidos políticos,"Véase “Partidos políticos” [La ley los define como “asociaciones voluntarias, dotadas de personalidad jurídica, formadas por ciudadanos que comparten una misma doctrina política de gobierno, cuya finalidad es contribuir al funcionamiento del régimen democrático constitucional y ejercer una legítima influencia en la conducción del Estado, para alcanzar el bien común y servir al interés nacional” (art. 1 LOC PP).]."
142,Denegación de justicia,"Véase “Responsabilidad personal de los jueces” [La Constitución establece una regla especial en virtud de la cual los jueces son responsables personalmente “por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones” (art. 79).]."
143,Derecho a desarrollar cualquier actividad económica,"Facultad individual o colectiva que habilita crear, organizar y gestionar actividades económicas de la más diversa índole industrial, comercial, financiera o de servicios en general–, respetando los límites establecidos por la Constitución y la ley. Establece una esfera de no intervención estatal en la decisión autónoma de las personas en la gestión empresarial y de acceso al mercado de provisión de bienes y servicios."
144,Derecho a la defensa jurídica y a la asistencia letrada,"Derecho fundamental de naturaleza procesal, que se proyecta, sustantivamente, como interdicción de la indefensión y, formalmente, como principio de contradicción de los actos procesales y, en forma modulada, en el ámbito administrativo."
145,Derecho a la educación,"Derecho social que asegura a todas las personas su pleno desarrollo en todas las etapas de la vida, a través del acceso a la enseñanza formal y no formal y a procesos de educación informal, ya sea de manera estructurada y sistemática, o a través del núcleo familiar y la experiencia de vida."
146,Derecho a la honra,"Derecho de toda persona natural a mantener indemne la proyección social de su dignidad humana. Se sostiene que el derecho a la honra emana de la dignidad humana y protege el buen nombre, prestigio o reputación de toda persona."
147,Derecho a la integridad física y psíquica,"Esfera de inmunidad y de abstención, que conlleva una prohibición estatal y respecto de particulares frente a interferencias ilegítimas en el organismo y la psiquis de la persona. El derecho, además, comprende la facultad individual para decidir sobre su propio cuerpo, en todos sus componentes, incluyendo sus facultades mentales."
148,Derecho a la libertad personal y la seguridad individual,"La libertad personal es la autonomía de la persona física, que supone hacer todo cuanto no se oponga a las leyes, especialmente, en el ejercicio de su libertad de movimiento y desplazamiento. Es el “derecho, constitucionalmente consagrado, de disponer de la propia persona y de determinar la propia voluntad y actuar de acuerdo con ella, sin que nadie pueda impedirlo, siempre que no exista una prohibición constitucionalmente legítima” [García Morillo, 1995: 44-5]. En este sentido, la seguridad individual se entiende como el derecho a la ausenciamde perturbaciones procedentes de detenciones, u otras medidas similares, adoptadas arbitraria o ilegalmente, que restringen o amenazan “la libertad de toda persona de organizar en cualquier momento y lugar, dentro del territorio nacional, su vida individual y social con arreglo a sus propias opciones y convicciones” [Banacloche, 1996: 55]."
149,Derecho a la negociación colectiva,"Autonomía negocial colectiva de los trabajadores, esto es, la facultad de éstos para acordar condiciones generales de trabajo, en sus más amplios términos, con uno o más empleadores. Es parte del contenido esencial de la libertad sindical."
150,Derecho a la pratocción de la Salud,"Derecho que la Constitución asegura a todas las personas sobre medicina preventiva y curativa permitiendo el acceso libre e igualitario a acciones de protección, promoción y recuperación de la salud, así como de rehabilitación del individuo."
151,Derecho a la seguridad social,"Derecho fundamental que asegura un conjunto de prestaciones a los individuos y sus familias, principalmente respecto al acceso a asistencia médica y la seguridad del ingreso, en particular, en caso de vejez, desempleo, enfermedad, invalidez, accidentes del trabajo, maternidad o pérdida del sostén de familia [OIT, 2011: 8, véase “Seguridad social”]. “El derecho a la seguridad social incluye el derecho a obtener y mantener prestaciones sociales, ya sea en efectivo o en especie, sin discriminación, con el fin de obtener protección, en particular contra: a) la falta de ingresos procedentes del trabajo debido a enfermedad, invalidez, maternidad, accidente laboral, vejez o muerte de un familiar; b) gastos excesivos de atención de salud; c) apoyo familiar insuficiente, en particular para los hijos y los familiares a cargo.” (Observación General No 19, Comité PIDESC)."
152,Derecho a la tutela judicial,"La noción de “derecho a la tutela judicial” importa el reconocimiento de un derecho prestacional que recaba del Estado la protección jurídica debida, en el igual ejercicio de los derechos ante la justicia, proscribiendo la autotutela y garantizando una respuesta a la pretensión de derechos e intereses legítimos, con autoridad de cosa juzgada y con la eficacia coactiva que demanda la satisfacción de derechos fundamentales."
153,Derecho a la vida,"Es la obligación de abstención frente a la amenaza, perturbación y privación arbitraria de la vida y la obligación de generar las condiciones materiales básicas de subsistencia."
154,Derecho a un tribunal independiente e imparcial,Es el derecho de toda persona a que el asunto controvertido sometido a la decisión de un tribunal sea decidido conforme a estándares estructurales y personales en virtud de los cuales el adjudicador no se encuentre comprometido –personal o institucionalmente– con alguna de las posiciones en disputa. Corresponde a uno de los elementos centrales del derecho al debido proceso (véase “Debido proceso”).
155,Derecho a vivir en un medio ambiente libre de contaminación,"Es el derecho subjetivo sobre un nivel de protección del medio ambiente que garantice condiciones objetivas de salud pública, preservación de la naturaleza y conservación del patrimonio ambiental, compatibles con una determinada calidad de vida."
156,Derecho al agua,"Es el derecho de acceso, disposición pública y provisión salubre de un mínimo de agua compatible con la conservación de la vida y las condiciones de respeto al medio ambiente libre de contaminación."
157,Derecho al respeto y la protección de la vida privada,"Esfera o zona de acción humana que, provista de protección constitucional, impide la interferencia de terceros a la esfera íntima de la persona, a los datos que la protegen y, a la vez, permite la autonomía individual y el autodesarrollo de la personalidad (véase “Libre desarrollo de la personalidad”)."
158,Derecho de acceso a la información pública,"Facultad de una persona de requerir información en poder del Estado, que no se encuentra sujeta a una causal de reserva o secreto, y que conlleva la obligación estatal correlativa de proporcionarla o, en su caso, de justificar su denegación bajo las reglas legales que la regulan."
159,Derecho de aprovechamiento de aguas,"En base a lo que establece la ley se define como “un derecho real que recae sobre las aguas y consiste en el uso y goce de ellas, con los requisitos y en conformidad a las reglas que prescribe el Código de Aguas otorgándole el dominio a su titular quién podrá usar, gozar y disponer de él en conformidad a la ley” (art. 6 C. Aguas)."
160,Derecho de asilo,"Derecho que goza toda persona que se encuentra fuera de su país, en caso de persecución por delitos políticos o que tenga algún temor fundado de ser perseguido por motivos de raza, religión, nacionalidad o pertenencia a algún grupo político, para buscar protección en otro Estado."
161,Derecho de asociación,"Derecho reconocido en el art. 19 No 15, que comprende la facultad individual de unirse voluntaria y establemente con otros para la consecución de determinados fines –esto es, formar una asociación o adherirse a una ya existente sin permiso previo– y la facultad de autogobierno de la misma asociación creada."
162,Derecho de autor,"Véase “Propiedad intelectual” [Es la rama general del Derecho, que protege el derecho constitucional de cada persona a usar, gozar y disponer de las obras originadas en su talento e ingenio por el tiempo que defina la ley.]."
163,Derecho de huelga,"Es la facultad de los trabajadores para ejercer medidas de presión, que consisten en la cesación del trabajo de manera concertada y colectiva, para negociar en una posición más igualitaria con el empleador. También se le conoce como “autotutela colectiva”. Forma parte del contenido esencial de la libertad sindical."
164,Derecho de petición,"Derecho que habilita a toda persona para dirigir peticiones a los poderes públicos sobre cualquier asunto de interés público o privado, sea que constituya queja, reclamo, manifestación, consulta o solicitud de información en términos amplísimos, sin que en él se incluya el derecho a obtener respuesta favorable a lo solicitado y no existiendo otra limitación que la de proceder en términos respetuosos y convenientes."
165,Derecho de propiedad,"Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social."
166,Derecho de propiedad industrial,"Es una rama de la propiedad intelectual, que protege un tipo especialísimo de propiedad sobre las invenciones, las innovaciones tecnológicas y el uso de las señas que caracterizan el tráfico comercial, otorgando a sus titulares y terceros legalmente reconocidos, un derecho monopólico de explotación que les atribuye exclusividad en su uso."
167,Derecho de rectificación,"Facultad constitucional que tiene toda persona injustamente aludida por un medio de comunicación social, a que su aclaración o rectificación sea gratuitamente difundida en el mismo medio y en las condiciones que establezca la ley."
168,Derecho de reunión,"Facultad de las personas para agruparse y congregarse, en razón de uno o más fines, sin armas y en lugares privados o públicos; siendo en estos últimos, sin permiso previo y con sujeción a las disposiciones generales de policía."
169,Derecho de sufragio,"Es el libre ejercicio de participación ciudadana en las decisiones colectivas y democráticas para la elección de candidatos y autoridades, para la determinación, vinculante o no, de la voluntad en un acto jurídico y para la reivindicación de la soberanía popular en los casos que la Constitución lo determine."
170,Derecho electoral,"Rama del derecho público especializada en el desarrollo de principios, reglas y prácticas de los procesos electorales públicos."
171,Derecho internacional de los derechos humanos,"Conjunto de principios y normas jurídicas que regulan las obligaciones internacionales de derechos humanos, sus mecanismos de protección y que fijan la responsabilidad del Estado por su violación. Las obligaciones internacionales de derechos humanos se encuentran positivizadas en diversos tratados internacionales. Además, una serie de principios normativos han sido desarrollados a través de decisiones judiciales de tribunales internacionales y a partir del soft law de declaraciones, resoluciones y otros documentos."
172,Derecho internacional humanitario,"También conocido como derecho de la guerra (ius in bello) o derecho de los conflictos armados, es el conjunto de principios y normas jurídicas consuetudinarias o convencionales que fijan reglas de conducta para limitar los efectos del uso de la violencia en el caso de un conflicto armado, mediante la protección de personas que no participan –o han dejado de participar– en las hostilidades y la regulación de los métodos y medios de la guerra."
173,Derechos constitucionales,"Es el conjunto de derechos de las personas que el constituyente ha estimado de la entidad suficiente para incluirlos expresamente como normas constitucionales. Esta denominación genérica está predeterminada por un criterio formal para definir derechos fundamentales: son constitucionales todos los derechos que aparecen expresamente en la Constitución. Ningún calificativo adicional, como ser “esenciales” o “fundamentales”, predetermina el carácter de una norma suprema. El sólo hecho de tener este rango los configura como constitucionales."
174,Derechos de configuración legal,Es una distinción académica que identifica a los derechos constitucionales que requieren una intensa regulación del legislador para adquirir plena efectividad o para precisar completamente su contenido.
175,"Derechos de primera, segunda y tercera generación","Es una categorización de derechos que identifica diversas oleadas de reconocimiento histórico de los mismos, dependiendo de la filosofía política que los introdujo en sus ordenamientos nacionales y de los bienes jurídicos que preserva cada colectivo generacional."
176,Derechos del consumidor,"Es el conjunto de derechos reconocidos, en el nivel constitucional y/o legal, con el objeto de proteger la actuación libre en el mercado, de los usuarios de servicios y consumidores de productos, garantizándoles información, calidad del producto, seguridad en la prestación y transferencias, así como condiciones de trato justo."
177,"Derechos económicos, sociales y culturales","Es una clasificación de los derechos con un doble fundamento histórico y jurídico. Histórico, como resultado de la evolución del Estado liberal del siglo XIX hacia un Estado Social de Derecho, que reconoció nuevos derechos de naturaleza socioeconómica y, jurídico, como garantía de efectividad normativa de la DUDH a través del PIDESC y sus instrumentos complementarios."
178,Derechos esenciales que emanan de la naturaleza humana,Son los derechos de las personas naturales que se erigen en un límite a la soberanía estatal y que están reconocidos en la Constitución y en los tratados internacionales de derechos humanos ratificados por Chile y que se encuentren vigentes.
179,Derechos fundamentales,"Son los atributos individuales y sociales inherentes a la dignidad humana que el constituyente ha estatuido como derechos, directa o indirectamente, que los preserva de su alteración o vulneración por normas infra-constitucionales con un complejo de garantías jurídicas resistentes, haciéndolos indisponibles al legislador en su núcleo esencial y que permiten a todas las personas su plena realización, goce y ejercicio."
180,Derechos previsionales,"Véase “Derecho a la libertad personal y la seguridad individual” [La libertad personal es la autonomía de la persona física, que supone hacer todo cuanto no se oponga a las leyes, especialmente, en el ejercicio de su libertad de movimiento y desplazamiento. Es el “derecho, constitucionalmente consagrado, de disponer de la propia persona y de determinar la propia voluntad y actuar de acuerdo con ella, sin que nadie pueda impedirlo, siempre que no exista una prohibición constitucionalmente legítima” [García Morillo, 1995: 44-5]. En este sentido, la seguridad individual se entiende como el derecho a la ausenciamde perturbaciones procedentes de detenciones, u otras medidas similares, adoptadas arbitraria o ilegalmente, que restringen o amenazan “la libertad de toda persona de organizar en cualquier momento y lugar, dentro del territorio nacional, su vida individual y social con arreglo a sus propias opciones y convicciones” [Banacloche, 1996: 55].]. Véase “Incautación de bienes” [También conocida como confiscación. El TC ha sentenciado que confiscación es, siguiendo a la RAE, una “pena o sanción consistente en la apropiación por el Estado de la totalidad del patrimonio de un sujeto” y, siguiendo a la doctrina, estimó que constituye “un apoderamiento de los bienes de una persona –generalmente cuando ellos constituyen una universalidad–, los que se traspasan desde el dominio privado al del Estado, sin ley que justifique la actuación ni proceso en que se ventilen los derechos del afectado.” (STC R. 541-06, c. 12°).]."
181,Derogación,"La derogación consiste en la eliminación de una norma por otra posterior que cuenta con la misma legitimidad y validez que la anterior. En este sentido, la derogación determina el cese de pertenencia de una norma a un ordenamiento jurídico y la cancelación de la vigencia de una norma jurídica [Letelier, 2011: 216-7]."
182,Desafuero,"La jurisprudencia lo define como un “antejuicio” en el que se determina la condición de procesabilidad de un diputado o senador, en materia de responsabilidad penal, efectuado por un Tribunal de Alzada que declara ha lugar la formación de causa en contra del parlamentario [Aldunate, 2009: 461]."
183,Desarrollo equitativo y solidario de las regiones,"Véase “Solidaridad regional” [Directriz constitucional que responde al desequilibrio y diferencias de desarrollo económico y social entre las diferentes regiones del país, y que establece un deber estatal de disminuir o, al menos, no agravar tales distinciones mandatando, a través de políticas públicas, la redistribución de recursos, reconociendo las prioridades y particularidades de cada región.]."
184,Descentralización,Transferencia de responsabilidades de funciones públicas desde el nivel central de gobierno a unidades subnacionales. La ley define la descentralización a partir de la estructura estatal en la que se insertan. “Los servicios descentralizados actuarán con la personalidad jurídica y el patrimonio propios que la ley les asigne y estarán sometidos a la supervigilancia del Presidente de la República a través del Ministerio respectivo. La descentralización podrá ser funcional o territorial” (art. 29 LOC BGAE).
185,Desconcentración,Atribución o radicación de una o más potestades específicas de un órgano superior a uno inferior de un ente o servicio mediante una ley.
186,Detención,"La detención es la privación transitoria de libertad ambulatoria de un individuo, bajo causales constitucionales o legales, en la órbita del proceso penal. Según lo dispuesto en el CPP, se define como aquella medida cautelar que priva de la libertad personal, dictada por orden de funcionario público expresamente facultado por la ley y después que dicha orden le fuere intimada en forma legal, a menos que fuere sorprendida en delito flagrante y, en este caso, para el único objeto de ser conducida ante la autoridad que correspondiere (art. 125 CPP)."
187,Dictamen del Senado,Opinión y juicio que emite y evacua el Senado a raíz de una solicitud formulada por oficio suscrito por el Presidente de la República.
188,Dieta parlamentaria,"Derecho de los diputados (véase “Diputado”) y senadores (véase “Senado”) a percibir una suma en dinero por su desempeño en el cargo de parlamentario. Tal retribución está regulada en el art. 62 y establece que los diputados y senadores percibirán “como única renta una dieta equivalente a la remuneración de un Ministro de Estado incluidas todas las asignaciones que a éstos correspondan.”.Se trata de un medio que permite que cualquier persona pueda postular al cargo y cumplir su propósito legislativo, fiscalizador y de nombramiento con plena eficacia y libre de presiones. En tal sentido, iguala las oportunidades de participar políticamente como representante popular y contribuye a asegurar la independencia en el ejercicio de su cargo. Auxiliarmente, cumple una función que acrecienta la autonomía y dignidad en el ejercicio del cargo de parlamentario."
189,Disponsiciones transitorias,"Normas constitucionales, integrantes de un sistema jurídico diacrónico de reglas, cuyo objeto es determinar el modo de aplicación de otras disposiciones constitucionales así como de permitir la vigencia de normas formalmente derogadas."
190,Disposiciones generales de policía,"Véase “Derecho de reunión” [Facultad de las personas para agruparse y congregarse, en razón de uno o más fines, sin armas y en lugares privados o públicos; siendo en estos últimos, sin permiso previo y con sujeción a las disposiciones generales de policía.]."
191,Doble nacionalidad,"Es el vínculo múltiple que tiene una persona con varios Estados que le reconocen esa conexión. La doble o múltiple nacionalidad, en la Constitución de 1980, se reconocía abstractamente a partir de un solo caso con España. Con la reforma del 2005 se integra una perspectiva más amplia."
192,Eficacia horizontal de derechos,"Teoría constitucional en virtud de la cual los derechos fundamentales son exigibles no sólo frente al Estado y sus órganos, sino también dentro de las relaciones entre particulares."
193,Ejecución presupuestaria,"Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.]."
194,Ejército,"Véase “Fuerzas Armadas” [Son las instituciones estatales, dependientes del Ministerio de Defensa, encargadas de la preservación de la soberanía, la paz, el mantenimiento de la integridad y continuidad territorial, así como de los demás bienes jurídicos que defina el Estado democrático de Derecho bajo las nociones de defensa de la patria y como garantía de la seguridad nacional. Para la eficacia del cumplimiento de estos objetivos, las instituciones castrenses son esencialmente obedientes, no deliberantes, jerarquizadas, profesionales y disciplinadas. Además, cooperan con fuerzas militares de otros países en iniciativas bilaterales o multilaterales, siempre de acuerdo con el interés nacional (art. 101, inc. 3°; Ministerio de Defensa Nacional, 2010: 242).]."
195,Elecciones,"Véase “Votaciones populares” [Son los procesos electorales conducentes a la nominación de candidatos, a la elección de cargos públicos, a la introducción o rechazo de enmiendas constitucionales así como a materias de afectación comunal.]."
196,Elecciones primarias,"Véase “Votaciones populares” [Son los procesos electorales conducentes a la nominación de candidatos, a la elección de cargos públicos, a la introducción o rechazo de enmiendas constitucionales así como a materias de afectación comunal.]."
197,Embajador,"Jefe de Misión Diplomática de carácter permanente, el cual representa a un Estado ante otro. Los embajadores son, conforme al art. 14 de la Convención de Viena de 1961 sobre Relaciones Diplomáticas, una clase de jefe de misión diplomática, los cuales se definen como “las personas encargadas por el Estado acreditante de actuar con carácter de tal” (art. 1, letra a), Convención de Viena de 1961)."
198,Emblemas nacionales,"Conjunto de objetos que representan simbólicamente ciertos valores de patriotismo y unidad nacional. En Chile los emblemas nacionales son el Escudo de Armas de la República, la Bandera Nacional y el Himno Nacional."
199,Empleos civiles,"Véase “Funcionarios públicos” [Empleados de la Administración del Estado, sujetos al Estatuto Administrativo directa o supletoriamente, que ejercen un cargo público bajo una relación jerárquica y disciplinada.]. Véase “Confianza exclusiva del Presidente de la República” [Calidad que la Constitución o la ley otorga a ciertos funcionarios de la administración del Estado, cuyos cargos o empleos están sujetos a la libre designación y remoción del Presidente de la República (véase “Presidente de la República”, “Funcionarios públicos”). El Presidente tiene la atribución de nombrar ciertos funcionarios de manera autónoma y, que por lo dispuesto en la Constitución o en la ley, responden exclusivamente a su confianza. Al tratarse de una decisión que responde a la mera voluntad del Presidente de la República, su designación no requiere de concurso público y su remoción no demanda sumario administrativo.]."
200,Empresa,"Para efectos de la aplicación de la legislación laboral, empresa es “toda organización de medios personales, materiales e inmateriales, ordenados bajo la dirección de un empleador, para el logro de fines económicos, sociales, culturales o benéficos, dotada de una individualidad legal determinada.” (Art. 3 inc. 3° CT)."
201,Empresas públicas/empresas del estado,"Concepto que reúne a todas las empresas de propiedad o participación del Estado, las cuales se regulan por normas de Derecho Público, pero que participan en la economía conforme al derecho común."
202,"Empréstitos al estado, organismos y municipalidades",La ley de administración financiera señala la siguiente definición de empréstito. “El empréstito público es un contrato especial de derecho público en virtud del cual el Estado obtiene recursos sujetos a reembolso de acuerdo con las condiciones que se establezcan” (art. 39 inc. 3° DL Nº 1.263 de 1975).
203,Empréstitos de las empresas del estado o relacionadas,"Son las operaciones de crédito que el legislador establece para la financiación de actividades, inversiones u otros objetivos de gestión que se tracen las Empresas del Estado, o aquellas de capital mixto, y que generen obligaciones en el solicitante del préstamo, estando prohibido la provisión de crédito de origen estatal."
204,Entrada y salida de tropas,Es el procedimiento regular de autorización constitucional y legal para que tropas integrantes de las FFAA chilenas salgan del país y para que tropas extranjeras ingresen a Chile.
205,Esclavitud,"Es “el estado o condición de un individuo sobre el cual se ejercitan los atributos del derecho de propiedad o algunos de ellos” (art. 1.1) Convención sobre la Esclavitud de 1926, D. No 1.097/1995 Ministerio de Relaciones Exteriores). La esclavitud es la negación de la autonomía, la libertad, la igualdad y la dignidad humana, todos principios básicos de la Constitución."
206,Escudo nacional de chile,"Véase “Emblemas nacionales” [Conjunto de objetos que representan simbólicamente ciertos valores de patriotismo y unidad nacional. En Chile los emblemas nacionales son el Escudo de Armas de la República, la Bandera Nacional y el Himno Nacional.]."
207,Establecimiento educacional,"Conjunto de medios, recursos y personas organizados para proveer enseñanza en sus distintos niveles, regulados y reconocidos conforme a la ley."
208,Estado de asamblea,"Véase “Estados de excepción constitucional” [Regímenes especiales establecidos en la Constitución en los que se habilitan potestades extraordinarias, necesarias y proporcionales para la defensa del orden constitucional, en el evento que se dé alguna de las situaciones de anormalidad institucional tipificadas en el texto y que, no pudiendo ser eliminadas o contrarrestadas por las atribuciones ordinarias previstas en la Constitución, exigen la adopción de medidas excepcionales, con sujeción a lo dispuesto en la Carta Fundamental.]."
209,Estado de catástrofe,"Véase “Estados de excepción constitucional” [Regímenes especiales establecidos en la Constitución en los que se habilitan potestades extraordinarias, necesarias y proporcionales para la defensa del orden constitucional, en el evento que se dé alguna de las situaciones de anormalidad institucional tipificadas en el texto y que, no pudiendo ser eliminadas o contrarrestadas por las atribuciones ordinarias previstas en la Constitución, exigen la adopción de medidas excepcionales, con sujeción a lo dispuesto en la Carta Fundamental.]."
210,Estado de derecho,"Es la expresión histórica que identifica los Estados, donde quién gobierna es la ley, siendo una condición resultante de la idea igualitaria de que no hay nadie por debajo ni encima de ésta, imponiendo requisitos formales, tales como el principio de legalidad, la separación de poderes o la independencia judicial, y que adquieren pleno sentido en el cumplimiento de requisitos materiales como la sujeción democrática y el pleno respeto a los derechos fundamentales de todos. También se le conoce como “imperio del Derecho” o “rule of law”. El Estado de Derecho es un principio político en virtud del cual las personas e instituciones del Estado ejercen sus potestades sujetos a reglas jurídicas que se aplican igualitariamente, y su poder tiene como límite el pleno respeto a los derechos fundamentales."
211,Estado de emergencia,"Véase “Estados de excepción constitucional” [Regímenes especiales establecidos en la Constitución en los que se habilitan potestades extraordinarias, necesarias y proporcionales para la defensa del orden constitucional, en el evento que se dé alguna de las situaciones de anormalidad institucional tipificadas en el texto y que, no pudiendo ser eliminadas o contrarrestadas por las atribuciones ordinarias previstas en la Constitución, exigen la adopción de medidas excepcionales, con sujeción a lo dispuesto en la Carta Fundamental.]."
